"","Fecha","Isla","Provincia","Hospital","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"267","03/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"268","03/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"269","03/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",100,17,0
"270","03/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",111,28,0
"271","03/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"272","03/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"273","03/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",38,0,0
"274","03/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",5,0,0
"275","03/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"276","03/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"277","04/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",2,0,0
"278","04/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",2,2,0
"279","04/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",34,22,0
"280","04/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",26,17,0
"281","04/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",1,0,0
"282","04/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"283","04/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"284","04/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"285","04/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"286","04/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"287","04/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"288","04/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",3,4,0
"289","04/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",10,9,0
"290","04/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"291","04/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"292","04/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",112,18,0
"293","04/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",104,29,0
"294","04/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"295","04/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"296","04/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",38,0,0
"297","04/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",6,0,0
"298","04/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",2,0,0
"299","04/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"300","05/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",1,0,0
"301","05/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",2,2,0
"302","05/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",38,21,0
"303","05/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",29,16,0
"304","05/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",1,0,0
"305","05/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"306","05/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"307","05/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"308","05/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"309","05/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"310","05/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"311","05/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",4,4,0
"312","05/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",12,9,0
"313","05/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"314","05/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"315","05/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",132,19,0
"316","05/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",105,27,0
"317","05/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"318","05/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"319","05/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",36,0,0
"320","05/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",6,0,0
"321","05/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"322","05/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"323","06/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",2,0,0
"324","06/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,2,0
"325","06/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",32,20,0
"326","06/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",31,16,0
"327","06/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"328","06/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"329","06/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"330","06/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"331","06/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"332","06/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"333","06/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",3,0,0
"334","06/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",11,3,0
"335","06/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",11,9,0
"336","06/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"337","06/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"338","06/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",131,19,0
"339","06/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",110,26,0
"340","06/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"341","06/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"342","06/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",37,0,0
"343","06/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",6,0,0
"344","06/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"345","06/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"346","07/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"347","07/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",31,18,0
"348","07/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",0,0,0
"349","07/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",0,0,0
"350","07/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"351","07/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",12,9,0
"352","07/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",7,3,0
"353","07/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"354","07/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",111,28,0
"355","07/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"356","07/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",1,0,0
"357","07/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",136,22,0
"358","07/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",2,2,0
"359","07/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",29,20,0
"360","07/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"361","07/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",38,0,0
"362","07/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"363","07/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",2,0,0
"364","07/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",0,0,0
"365","07/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"366","07/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",2,0,0
"367","07/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"368","08/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",1,0,0
"369","08/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,2,0
"370","08/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",23,18,0
"371","08/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",25,17,5
"372","08/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"373","08/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"374","08/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"375","08/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"376","08/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"377","08/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"378","08/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",4,0,0
"379","08/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",6,3,0
"380","08/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",9,9,0
"381","08/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"382","08/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"383","08/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",151,17,0
"384","08/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",100,23,0
"385","08/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"386","08/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"387","08/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",35,0,0
"388","08/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",10,0,0
"389","08/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",3,0,0
"390","08/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"391","09/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",2,0,0
"392","09/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,2,0
"393","09/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",24,17,0
"394","09/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",25,17,0
"395","09/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"396","09/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"397","09/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"398","09/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"399","09/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"400","09/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"401","09/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"402","09/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",7,3,0
"403","09/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",14,9,0
"404","09/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"405","09/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"406","09/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",153,19,0
"407","09/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",99,25,0
"408","09/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"409","09/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"410","09/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",33,0,0
"411","09/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",13,0,0
"412","09/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"413","09/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"414","10/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",2,0,0
"415","10/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,2,0
"416","10/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",24,15,0
"417","10/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",24,16,0
"418","10/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"419","10/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"420","10/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"421","10/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"422","10/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"423","10/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"424","10/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"425","10/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",8,2,0
"426","10/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",12,9,0
"427","10/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"428","10/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"429","10/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",145,19,0
"430","10/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",101,24,0
"431","10/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"432","10/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"433","10/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",34,0,0
"434","10/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"435","10/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"436","10/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"437","11/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",2,0,0
"438","11/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,2,0
"439","11/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",24,15,0
"440","11/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",24,17,0
"441","11/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"442","11/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"443","11/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"444","11/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",0,0,0
"445","11/04/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",0,0,0
"446","11/04/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",0,0,0
"447","11/04/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"448","11/04/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",9,3,0
"449","11/04/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",12,9,0
"450","11/04/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"451","11/04/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",2,0,0
"452","11/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",138,19,0
"453","11/04/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",88,25,0
"454","11/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"455","11/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"456","11/04/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",35,0,0
"457","11/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"458","11/04/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"459","11/04/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"460","12/04/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"461","12/04/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",3,2,0
"462","12/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",25,15,0
"463","12/04/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",24,16,0
"464","12/04/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"465","12/04/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"466","12/04/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
